QKEY,pre_accuracy,pre_percentile,pre_average_difficulty,pre_self_difficulty,Q1_W1,Q2_W1,Q3_W1,Q4_W1,Q5_W1,Q6_W1,Q7_W1,Q8_W1,Q9_W1,Q10_W1,Q11_W1,Q12_W1,Q13_W1,Q14_W1,Q15_W1,Q16_W1,Q17_W1,Q18_W1,Q19_W1,Q20_W1,post_accuracy,post_percentile,post_average_difficulty,post_self_difficulty,WEIGHT_W1
2001582,19,87,6,4,3,3,1,3,3,4,3,2,3,5,4,4,5,4,4,1,5,5,4,1,18,84,7,4,1.0
2001583,15,76,4,4,2,2,1,3,3,1,1,1,1,5,4,2,1,3,5,4,5,3,1,4,10,50,7,8,1.0
2001584,7,38,2,4,2,2,3,3,3,5,4,2,4,5,3,4,1,2,4,1,5,1,4,1,5,22,3,8,1.0
2001585,14,60,4,3,2,2,1,3,1,5,4,2,5,5,5,4,1,2,1,1,1,1,4,1,12,55,4,3,1.0
2001586,12,76,1,1,3,5,5,3,1,5,3,2,4,5,3,2,5,4,4,1,1,1,1,3,10,78,6,6,1.0
2001587,10,50,5,5,2,2,1,3,3,5,3,2,3,5,4,1,1,4,4,1,2,1,4,1,10,50,5,5,1.0
2001588,20,100,5,1,2,2,1,3,3,4,1,2,1,5,2,4,1,4,4,1,1,1,4,1,15,91,6,3,1.0
2001589,14,85,7,3,1,1,5,1,1,1,2,1,1,1,5,1,1,2,5,5,5,1,1,2,13,77,7,4,1.0
2001590,8,27,5,5,2,2,4,2,2,4,1,5,3,1,3,2,4,2,5,1,1,5,4,3,5,40,5,9,1.0
2001591,11,67,5,3,3,2,3,3,3,5,3,2,3,5,3,2,5,3,5,1,5,1,4,2,8,60,8,7,1.0
2001592,16,75,5,3,3,2,3,3,3,5,1,1,3,5,3,2,5,4,4,1,5,1,4,4,15,75,6,4,1.0
2001593,15,60,5,7,3,2,3,3,3,5,3,1,2,4,5,3,5,2,4,3,5,4,4,4,10,38,6,10,1.0
2001594,10,37,3,5,4,2,1,3,1,4,1,2,1,5,1,1,2,5,4,4,5,4,1,4,12,41,5,5,1.0
2001595,15,70,4,3,2,2,1,3,3,5,3,2,1,5,2,4,1,2,4,5,2,1,4,1,12,41,8,8,1.0
2001596,14,90,4,1,2,2,1,3,3,5,4,1,1,5,3,4,1,4,4,1,1,1,4,1,15,90,7,2,1.0
2001597,12,65,8,8,2,2,1,5,3,5,4,1,1,5,3,4,5,4,4,5,2,1,4,2,10,50,8,8,1.0
2001598,17,85,4,2,2,2,1,3,3,5,3,1,3,5,2,4,5,2,4,5,2,1,4,1,13,65,6,4,1.0
2001599,20,86,5,8,2,2,5,1,1,5,2,1,4,5,4,4,1,2,5,5,5,1,4,4,17,85,5,8,1.0
2001600,16,57,5,4,2,2,3,3,1,5,4,4,3,5,3,4,5,4,1,1,2,1,4,5,10,37,7,7,1.0
2001601,15,100,1,1,3,3,3,2,3,5,3,2,1,1,5,4,5,4,5,5,5,3,1,4,10,70,3,3,1.0
2001602,15,50,4,3,2,2,1,3,1,5,2,2,4,5,5,4,1,2,4,5,5,1,4,3,15,50,4,3,1.0
2001603,16,74,4,3,2,2,4,3,1,5,3,3,3,5,4,4,1,2,4,5,1,1,4,5,11,37,6,7,1.0
2001604,15,70,6,3,2,3,3,3,3,5,3,2,2,5,3,2,5,4,4,5,5,1,4,2,11,55,7,6,1.0
2001605,18,86,6,2,3,2,1,3,3,4,2,2,4,5,2,4,1,2,4,2,2,5,4,5,14,58,8,6,1.0
2001606,17,79,5,4,2,2,3,3,3,5,3,2,3,5,5,4,1,2,4,1,5,1,5,1,15,64,6,5,1.0
2001607,12,68,5,3,2,3,3,3,1,5,4,1,1,1,2,4,1,3,4,1,1,1,4,1,10,61,6,6,1.0
2001608,15,86,7,3,2,3,4,5,4,5,3,2,1,1,4,4,5,2,1,5,1,4,5,4,6,56,8,8,1.0
2001609,18,90,5,1,2,2,1,3,3,5,4,2,3,5,2,4,5,4,4,1,1,3,5,1,17,91,5,3,1.0
2001610,14,60,2,3,2,2,1,3,3,5,2,2,4,5,5,4,1,2,4,5,1,1,4,1,12,64,3,4,1.0
2001611,14,52,5,4,3,3,1,3,1,2,4,2,1,5,3,2,5,2,4,1,1,4,4,5,10,43,5,6,1.0
2001612,20,89,4,1,3,3,5,3,3,5,3,2,3,5,1,2,5,4,5,1,1,3,4,3,17,72,4,2,1.0
2001613,15,75,4,3,2,2,3,5,3,5,2,2,1,5,2,4,5,4,4,5,1,1,1,4,15,70,4,4,1.0
2001614,17,81,7,1,2,2,1,3,3,5,3,2,4,5,2,4,5,2,4,1,1,3,4,1,17,85,5,2,1.0
2001615,13,39,5,4,3,2,1,2,1,1,3,1,1,5,3,4,3,2,5,3,5,1,4,3,10,39,6,5,1.0
2001616,13,70,6,4,2,2,2,3,1,5,5,1,1,5,3,4,1,4,4,1,1,3,1,4,6,30,8,8,1.0
2001617,18,70,2,1,2,5,5,3,3,5,1,2,1,5,3,2,5,4,4,1,5,1,1,1,10,32,5,5,1.0
2001618,14,87,6,3,2,2,5,3,1,5,2,2,1,5,1,3,1,2,5,5,1,3,1,3,9,80,7,5,1.0
2001619,10,62,8,8,4,2,3,3,1,5,3,2,1,5,4,2,1,2,4,5,5,1,4,1,10,71,8,7,1.0
2001620,16,80,9,5,2,2,5,3,3,5,3,2,3,5,3,4,1,2,5,1,5,3,1,4,15,80,9,7,1.0
2001621,18,70,3,1,2,2,1,3,3,5,1,2,4,5,3,4,1,3,4,1,2,3,4,4,15,50,5,4,1.0
2001622,10,48,4,7,4,2,3,3,3,5,5,3,1,5,3,4,3,2,3,3,5,4,5,4,9,41,4,9,1.0
2001623,5,40,5,7,2,2,1,3,3,5,2,2,4,5,3,4,5,4,4,1,5,1,4,1,10,40,6,7,1.0
2001624,12,51,8,5,2,2,1,3,3,5,3,1,1,5,2,4,5,2,5,1,4,3,4,1,10,61,6,7,1.0
2001625,19,91,6,6,2,2,2,3,3,4,3,3,1,5,2,4,1,2,5,2,2,1,4,1,15,62,7,7,1.0
2001626,10,60,3,3,2,2,1,3,3,5,4,2,4,5,2,4,1,2,4,1,5,1,4,1,12,66,5,5,1.0
2001627,18,90,5,1,2,2,1,3,3,5,4,2,3,5,3,4,1,1,5,5,5,1,4,3,13,50,5,8,1.0
2001628,20,60,7,2,3,5,3,3,3,4,3,1,2,5,5,5,5,3,4,1,5,3,5,1,10,31,7,7,1.0
2001629,15,75,2,2,3,3,3,4,4,5,4,2,3,5,5,4,5,3,4,5,5,1,5,4,15,76,3,2,1.0
2001630,17,95,6,2,2,2,5,3,3,5,3,2,4,5,2,4,1,2,5,1,1,1,4,1,15,85,6,3,1.0
2001631,18,60,4,2,2,2,5,3,3,5,4,2,4,5,4,4,1,2,4,5,5,3,4,3,12,35,9,8,1.0
2001632,10,30,5,8,3,5,3,3,3,1,1,1,1,5,1,4,1,4,4,1,4,1,4,1,10,29,6,9,1.0
2001633,15,70,8,7,2,2,3,3,1,5,4,2,4,5,3,3,1,4,4,1,5,1,1,5,12,50,9,9,1.0
2001634,19,95,3,2,2,2,1,3,5,5,4,2,2,5,2,4,1,3,4,1,5,1,4,1,16,80,5,4,1.0
2001635,20,90,5,1,3,2,5,3,3,5,2,2,2,5,2,4,5,4,4,5,5,3,4,3,18,90,5,1,1.0
2001636,14,62,5,3,2,3,4,5,3,5,2,2,1,2,3,4,3,1,5,1,1,1,5,3,11,59,6,5,1.0
2001637,13,54,4,4,4,5,4,5,4,5,4,4,1,5,3,4,1,2,5,1,2,5,4,1,9,64,7,7,1.0
2001638,15,71,5,3,3,2,3,3,1,5,1,3,1,5,5,4,5,1,4,5,5,3,2,2,10,69,5,5,1.0
2001639,19,71,3,3,2,2,1,3,3,5,3,2,3,5,4,4,1,4,4,1,5,3,4,1,19,72,6,6,1.0
2001640,12,32,10,8,2,2,1,3,3,5,3,1,1,5,4,4,3,5,4,3,1,2,1,5,5,26,10,10,1.0
2001641,18,85,7,3,2,2,1,3,3,5,2,1,1,5,2,1,1,2,4,5,1,1,4,1,12,40,9,8,1.0
2001642,10,50,6,8,2,2,5,3,3,5,2,1,3,5,2,2,1,4,2,1,1,3,4,3,9,32,8,10,1.0
2001643,10,57,8,7,2,2,1,3,3,5,4,2,1,5,3,4,1,2,5,5,2,1,4,3,12,53,7,6,1.0
2001644,13,52,6,5,4,1,3,3,2,1,3,4,1,1,4,4,2,4,1,3,1,3,5,2,11,57,6,6,1.0
2001645,17,85,5,2,3,3,1,3,3,5,2,2,2,5,2,2,5,2,4,5,5,2,4,3,13,70,5,5,1.0
2001646,14,69,5,3,3,2,3,3,3,5,4,2,4,5,3,4,5,4,4,5,1,1,5,4,10,45,6,5,1.0
2001647,15,50,7,5,2,2,4,3,3,5,2,2,4,5,3,4,1,4,2,1,1,1,4,1,10,50,8,8,1.0
2001648,18,80,5,2,2,2,5,3,3,5,1,2,1,5,4,3,1,2,4,1,5,1,4,1,10,45,5,4,1.0
2001649,20,100,8,1,2,2,4,3,3,5,2,2,4,5,4,3,5,4,4,1,1,1,4,1,18,92,9,2,1.0
2001650,17,77,4,3,3,2,1,3,3,5,4,2,3,5,4,4,1,2,4,1,5,1,4,1,17,78,7,6,1.0
2001651,15,71,7,3,2,2,1,3,3,5,4,2,4,5,2,4,5,2,4,1,2,3,4,1,10,61,7,7,1.0
2001652,16,81,6,3,2,2,1,3,1,5,2,2,1,5,3,4,1,2,5,1,1,1,4,1,18,86,5,3,1.0
2001653,15,70,6,3,2,2,5,3,1,4,1,2,3,1,5,4,3,4,5,3,2,1,1,4,17,71,6,3,1.0
2001654,15,93,6,4,2,2,1,3,3,5,2,3,3,5,3,4,1,2,5,1,5,4,4,2,10,65,4,5,1.0
2001655,18,85,4,2,2,2,3,3,3,4,1,2,3,5,2,4,3,2,4,1,5,1,4,1,14,79,5,3,1.0
2001656,17,62,4,3,3,4,1,3,2,4,2,5,4,2,2,1,3,4,4,1,3,3,5,4,5,33,6,4,1.0
2001657,19,90,7,2,2,3,3,3,1,5,4,2,2,5,3,4,1,2,4,1,5,1,4,4,18,85,8,2,1.0
2001658,19,61,7,7,3,3,4,2,5,4,4,3,3,1,3,4,2,3,4,3,5,1,2,1,5,40,9,8,1.0
2001659,7,38,8,8,2,2,3,1,3,5,4,2,1,5,3,4,5,1,4,1,3,5,4,4,15,68,4,4,1.0
2001660,18,89,6,2,2,2,1,3,3,5,2,2,2,5,2,4,1,2,4,1,1,1,4,1,17,74,6,5,1.0
2001661,8,49,8,8,2,1,5,4,1,5,4,1,1,5,3,4,1,4,3,1,5,3,4,3,5,47,8,6,1.0
2001662,20,100,3,1,3,2,3,5,3,5,3,2,2,5,2,4,3,2,4,1,5,3,4,1,18,90,5,2,1.0
2001663,17,86,6,4,2,2,2,3,5,5,3,2,1,5,4,1,1,3,4,1,1,1,1,3,16,85,6,6,1.0
2001664,18,93,8,1,2,5,5,3,3,5,3,2,1,5,2,4,1,2,4,1,1,4,4,1,18,93,8,3,1.0
2001665,15,50,4,3,2,2,1,2,2,5,3,2,2,5,1,4,1,4,4,1,5,1,1,3,10,20,6,7,1.0
2001666,16,63,3,2,3,2,1,3,3,5,3,2,3,5,2,4,1,4,4,5,5,3,4,1,14,58,7,7,1.0
2001667,19,95,4,2,2,2,3,3,1,1,4,2,1,5,1,4,1,3,1,1,5,1,4,3,16,90,5,3,1.0
2001668,12,68,4,6,2,2,2,3,1,5,1,1,1,5,3,4,1,2,1,1,4,3,1,4,8,44,4,7,1.0
2001669,19,95,6,2,2,2,1,3,1,1,3,2,1,5,3,4,1,3,4,1,2,3,4,1,19,95,6,2,1.0
2001670,15,70,1,1,2,2,1,3,2,5,1,2,2,5,3,1,1,4,4,4,5,2,4,1,10,60,1,1,1.0
2001671,5,17,5,6,1,2,1,3,4,2,4,3,1,5,1,1,4,2,3,5,1,1,1,2,1,28,8,8,1.0
2001672,14,45,5,4,2,2,2,5,3,3,2,2,2,5,3,2,3,2,5,4,1,4,5,2,8,32,5,8,1.0
2001673,6,20,6,8,2,2,1,3,2,5,3,2,2,5,3,4,1,4,4,1,5,1,4,1,4,23,5,9,1.0
2001674,17,72,6,3,3,2,3,3,4,4,3,2,1,5,3,1,1,2,5,5,2,2,3,2,12,49,8,7,1.0
2001675,19,86,6,2,2,2,1,3,3,4,4,2,4,5,5,4,1,2,4,1,5,1,4,1,17,91,8,3,1.0
2001676,4,22,4,7,2,5,5,1,4,2,3,5,2,1,4,2,5,5,5,3,3,4,1,5,4,50,4,5,1.0
2001677,10,50,5,4,2,2,5,3,3,5,3,2,3,5,5,4,1,2,4,5,5,3,4,5,13,55,5,4,1.0
2001678,12,51,4,8,3,2,2,3,1,5,3,2,3,5,2,4,1,4,4,1,1,1,4,5,10,51,7,9,1.0
2001679,20,95,4,1,2,2,1,3,3,5,4,2,4,5,2,4,5,4,4,1,1,3,4,1,18,90,5,2,1.0
2001680,15,60,5,2,2,2,1,3,3,5,1,2,3,5,2,4,5,2,4,5,2,1,4,1,12,50,4,5,1.0
2001681,18,75,4,3,2,2,1,3,3,5,3,2,3,5,3,4,5,4,4,1,5,1,4,2,12,50,6,7,1.0
2001682,20,96,5,1,3,2,5,3,3,5,3,2,1,5,3,4,3,2,5,3,5,1,4,4,18,91,6,1,1.0
2001683,17,74,6,2,3,2,5,3,3,5,3,2,1,5,2,4,1,2,4,1,5,3,4,1,12,72,7,2,1.0
2001684,5,40,5,5,3,2,4,3,1,5,3,2,4,5,3,4,1,2,4,1,2,1,4,4,5,30,5,5,1.0
2001685,5,20,3,4,4,2,2,2,1,5,3,1,1,4,4,1,5,3,3,2,4,3,3,3,5,15,10,9,1.0
2001686,11,55,6,5,2,2,1,3,1,5,1,2,2,5,2,1,1,2,4,1,5,1,4,1,7,55,7,7,1.0
2001687,15,50,5,5,2,2,2,3,3,5,4,2,3,5,1,4,5,2,4,5,2,1,4,1,14,50,5,5,1.0
2001688,16,60,5,3,2,5,3,3,3,5,1,2,1,5,2,1,1,2,1,1,5,1,4,1,15,48,6,5,1.0
2001689,9,36,4,5,2,2,1,3,1,5,1,1,1,5,1,4,1,1,4,1,1,1,1,1,6,15,7,9,1.0
2001690,10,35,3,3,4,2,1,3,3,5,4,2,4,5,3,4,5,2,1,5,5,1,4,3,15,42,2,2,1.0
2001691,16,71,7,3,5,2,5,4,1,5,2,2,3,5,3,4,1,2,4,1,5,1,4,1,13,68,9,6,1.0
2001692,19,95,3,1,2,2,1,3,3,5,4,2,5,5,4,4,5,2,4,1,5,1,4,1,17,90,5,3,1.0
2001693,19,90,8,3,4,2,1,3,3,5,1,2,4,5,2,4,1,4,4,1,1,1,4,1,18,86,7,3,1.0
2001694,18,83,6,3,2,2,1,3,3,5,4,2,4,5,2,4,1,4,4,1,5,1,4,2,17,83,7,4,1.0
2001695,15,65,7,4,2,2,1,3,4,5,2,2,2,5,3,4,1,4,1,1,1,1,4,2,13,46,5,6,1.0
2001696,3,60,4,4,5,3,2,4,5,4,5,5,4,3,5,2,4,5,2,2,4,5,2,5,10,59,5,5,1.0
2001697,14,58,5,4,2,2,3,3,1,5,1,1,3,5,1,2,1,1,2,1,5,4,4,3,10,50,8,5,1.0
2001698,17,96,6,2,2,2,3,3,3,4,1,1,3,5,1,4,1,1,4,1,1,1,5,1,13,73,6,4,1.0
2001699,10,55,6,5,4,2,3,3,3,5,2,2,3,5,5,4,5,4,4,3,2,3,4,2,7,50,6,8,1.0
2001700,15,73,7,3,2,5,3,1,3,5,4,3,2,1,1,4,3,1,4,5,4,1,2,3,6,12,8,8,1.0
2001701,15,81,5,4,5,5,4,3,3,1,4,5,3,5,5,1,5,4,5,5,5,2,5,5,12,58,4,4,1.0
2001702,8,25,5,9,3,3,1,5,3,5,2,2,2,5,2,4,5,1,4,5,1,3,5,2,6,22,5,9,1.0
2001703,18,90,4,2,2,2,5,2,1,5,4,2,1,5,4,4,1,3,4,1,5,3,1,3,19,90,2,2,1.0
2001704,11,60,4,3,2,2,1,3,3,5,2,2,2,5,2,4,5,4,4,1,5,1,4,2,10,40,6,7,1.0
2001705,5,12,5,8,2,1,2,3,1,5,3,1,1,2,1,4,5,3,3,3,2,2,5,3,5,18,5,10,1.0
2001706,10,20,5,5,2,1,4,3,2,4,2,2,4,5,5,4,5,2,5,1,5,4,4,3,13,21,6,6,1.0
2001707,15,43,4,2,2,3,4,3,3,5,1,1,1,5,1,3,1,1,4,1,2,1,5,2,17,89,3,3,1.0
2001708,15,70,4,2,5,4,4,4,5,4,5,5,4,3,5,3,4,5,2,2,3,5,2,3,15,71,5,3,1.0
2001709,9,77,4,6,2,1,1,3,4,1,1,1,1,1,1,4,1,4,1,1,1,1,1,5,6,69,6,8,1.0
2001710,20,91,4,1,2,2,1,3,3,5,4,2,3,5,2,4,5,4,4,1,1,1,4,1,20,91,3,1,1.0
2001711,15,90,10,8,4,2,1,3,3,5,1,2,2,5,2,3,5,4,4,4,5,3,4,5,17,95,10,7,1.0
2001712,17,62,3,3,2,2,3,3,3,5,2,2,3,5,2,4,5,2,4,1,1,1,4,1,15,71,9,8,1.0
2001713,10,35,5,6,2,2,2,3,1,5,3,3,1,5,3,4,2,4,4,1,5,1,4,3,5,15,6,8,1.0
2001714,15,75,5,3,2,2,3,3,1,5,2,2,1,5,2,4,5,3,5,4,5,2,1,3,11,51,7,7,1.0
2001715,12,31,6,7,1,2,1,3,3,4,2,1,3,5,3,2,1,4,4,1,5,3,4,3,5,23,5,9,1.0
2001716,16,88,6,2,4,2,5,4,3,5,3,2,3,5,5,2,3,2,4,5,5,3,4,5,12,59,6,5,1.0
2001717,10,50,5,4,3,2,3,3,3,5,3,1,2,5,3,4,1,2,5,5,5,2,4,4,5,39,6,7,1.0
2001718,20,91,1,1,2,2,2,3,3,5,3,1,2,5,5,4,3,2,5,3,5,5,5,4,10,27,8,8,1.0
2001719,20,90,5,1,3,5,1,3,3,5,4,2,4,5,3,4,1,4,1,1,1,1,4,1,17,80,7,3,1.0
2001720,15,71,5,6,2,2,1,3,3,5,3,2,2,5,3,4,5,4,5,5,5,3,4,3,15,69,9,9,1.0
2001721,18,90,6,2,2,2,1,3,3,5,4,2,4,5,2,4,1,4,4,1,1,1,4,1,18,90,9,2,1.0
2001722,16,82,6,4,2,2,4,3,3,5,3,2,2,5,3,4,5,4,4,3,2,3,4,1,14,72,9,7,1.0
2001723,10,50,5,5,2,5,1,3,3,5,2,2,3,5,1,3,1,2,5,5,1,1,4,1,10,51,5,5,1.0
2001724,12,65,6,4,2,2,3,3,1,5,3,2,2,5,3,4,1,2,4,1,1,1,4,1,12,53,8,7,1.0
2001725,11,55,8,7,3,2,4,3,2,5,3,1,3,5,2,2,3,2,4,5,2,1,4,5,7,36,10,9,1.0
2001726,20,80,5,2,2,2,1,2,1,5,1,1,1,1,3,4,1,3,1,1,1,1,4,4,16,70,8,7,1.0
2001727,15,85,4,3,2,2,3,3,3,5,2,2,3,5,3,4,5,2,4,1,5,4,4,2,15,75,5,4,1.0
2001728,17,99,1,2,3,3,2,3,2,5,3,2,2,5,1,4,3,2,4,4,5,1,4,2,7,30,5,7,1.0
2001729,19,90,4,1,2,2,1,3,3,5,3,2,1,5,3,4,1,2,5,1,5,1,4,2,15,58,7,4,1.0
2001730,18,85,8,3,3,3,3,2,3,5,4,1,3,5,1,2,1,2,5,5,5,3,4,3,18,80,7,2,1.0
2001731,18,93,2,2,2,2,2,3,3,5,4,2,1,5,3,4,1,2,5,1,2,3,1,3,7,34,6,7,1.0
2001732,20,81,4,2,3,3,2,2,4,2,3,3,3,5,1,4,1,2,5,5,2,1,4,1,17,75,3,3,1.0
2001733,19,95,6,2,2,2,2,3,3,5,3,2,4,5,2,4,5,4,4,1,1,1,4,1,11,60,9,8,1.0
2001734,18,70,6,5,2,2,5,3,3,5,3,2,4,5,3,4,5,2,4,1,5,3,4,1,15,50,5,5,1.0
2001735,18,82,6,8,3,2,3,2,3,5,3,3,3,5,1,4,5,5,5,5,4,4,5,4,15,69,8,8,1.0
2001736,14,75,6,4,5,2,1,3,4,5,4,2,2,5,4,3,5,4,4,1,2,2,4,4,13,57,8,8,1.0
2001737,18,80,7,1,2,2,5,3,3,5,4,2,2,5,3,4,1,2,4,1,5,1,4,1,15,76,9,3,1.0
2001738,16,60,5,2,5,2,1,3,3,3,4,2,1,5,1,4,1,2,4,5,5,1,3,3,14,28,9,7,1.0
2001739,18,71,3,2,2,2,1,3,3,5,4,2,4,5,5,4,5,4,4,1,1,1,4,1,17,74,3,3,1.0
2001740,14,69,5,3,3,2,1,3,4,5,1,2,3,5,5,4,1,2,4,1,5,3,1,3,11,55,6,5,1.0
2001741,17,85,4,3,2,2,1,3,3,5,3,2,2,5,4,4,5,4,4,1,1,1,4,1,16,60,7,6,1.0
2001742,20,95,1,1,2,2,2,3,3,5,2,2,4,5,3,4,5,2,4,1,5,1,4,1,15,65,4,4,1.0
2001743,11,80,6,3,2,2,5,3,3,5,2,2,4,5,3,3,1,2,4,1,5,1,4,3,15,72,7,2,1.0
2001744,10,50,5,5,2,2,3,3,1,5,3,2,1,5,4,3,1,2,4,1,2,3,1,3,14,66,5,4,1.0
2001745,20,95,5,1,2,2,1,3,4,1,1,2,3,5,4,4,1,2,4,3,1,4,5,3,15,84,6,3,1.0
2001746,20,95,6,1,2,2,5,3,3,5,4,1,3,5,3,2,1,2,5,3,5,1,4,4,19,95,5,1,1.0
2001747,18,82,5,2,2,2,1,3,3,5,3,2,2,5,3,4,1,4,4,1,1,1,4,1,16,80,5,3,1.0
2001748,16,80,5,2,2,2,3,3,3,5,3,2,4,5,2,4,3,2,5,1,5,1,4,3,14,60,8,5,1.0
2001749,14,55,7,5,2,2,2,3,1,5,3,1,2,5,4,4,1,4,5,1,5,5,4,1,10,40,6,8,1.0
2001750,17,71,4,2,2,2,1,3,3,5,4,2,1,5,3,4,1,2,4,1,5,4,4,2,12,61,7,6,1.0
2001751,18,80,6,9,2,2,1,3,3,4,1,2,1,5,2,4,1,4,4,1,1,1,4,4,17,80,6,3,1.0
2001752,16,80,6,2,2,2,1,3,1,5,3,2,5,5,2,4,1,1,4,1,1,1,4,1,16,80,7,2,1.0
2001753,14,50,6,6,2,5,1,3,1,1,1,2,1,5,3,2,5,2,5,5,1,1,5,3,14,50,6,5,1.0
2001754,13,60,7,5,2,2,1,3,3,5,4,2,2,5,3,4,1,2,4,1,5,1,4,3,15,70,2,3,1.0
2001755,18,82,7,3,2,2,3,3,3,3,3,2,1,5,2,1,3,1,1,5,4,4,4,3,18,82,9,7,1.0
2001756,14,67,5,3,2,2,5,3,1,5,2,2,1,5,3,4,1,1,5,3,2,1,4,1,15,56,7,4,1.0
2001757,16,86,3,3,3,2,4,3,3,1,2,3,2,2,1,4,5,3,4,5,1,2,4,1,15,70,4,6,1.0
2001758,18,80,4,2,4,2,3,3,3,5,4,2,3,5,2,4,5,4,5,4,5,1,4,2,15,60,8,6,1.0
2001759,16,85,6,3,3,2,1,3,3,5,3,2,4,5,2,4,1,4,4,5,1,1,4,2,11,55,7,7,1.0
2001760,9,29,6,5,2,2,2,3,5,5,1,2,1,5,3,5,1,2,2,2,1,3,4,3,11,45,9,8,1.0
2001761,15,80,6,2,2,3,3,3,3,5,3,2,4,5,3,4,1,4,4,5,1,1,4,4,15,80,5,2,1.0
2001762,10,50,6,5,5,2,5,3,1,5,3,2,4,5,4,2,1,3,5,1,1,3,1,4,9,10,6,7,1.0
2001763,18,83,5,3,2,2,1,3,1,5,2,2,2,5,2,4,1,2,4,1,5,1,4,5,10,53,8,8,1.0
2001764,16,83,6,3,1,2,1,5,2,5,4,2,4,5,1,4,5,1,1,4,5,1,4,3,14,66,8,7,1.0
2001765,15,60,5,4,2,5,4,3,3,5,3,2,3,5,1,4,3,2,3,3,5,1,4,4,10,50,8,7,1.0
2001766,17,81,5,2,3,3,3,3,3,5,4,1,3,1,1,3,3,2,4,5,2,1,5,2,15,80,2,3,1.0
2001767,14,72,5,4,3,2,1,3,3,5,2,2,3,5,3,4,1,2,5,5,5,1,4,1,7,30,6,8,1.0
2001768,15,85,4,2,2,2,1,3,1,5,1,1,3,5,2,4,5,2,5,4,5,1,4,3,13,74,7,4,1.0
2001769,12,50,7,5,2,2,1,3,1,1,3,1,1,5,1,4,1,4,4,1,2,1,4,1,12,50,6,5,1.0
2001770,12,61,6,3,4,2,5,3,1,1,2,2,3,4,4,4,3,2,4,1,4,2,5,3,6,56,5,6,1.0
2001771,5,5,5,8,2,2,3,3,3,5,3,2,2,1,3,4,1,2,5,5,1,4,4,4,5,5,5,9,1.0
2001772,18,87,9,8,2,2,1,3,3,5,4,2,3,5,1,4,5,3,4,1,5,3,4,1,17,84,9,7,1.0
2001773,13,72,5,3,2,2,1,3,3,5,2,2,5,5,2,1,1,2,2,1,5,1,4,1,12,59,6,5,1.0
2001774,17,70,4,3,2,2,5,3,1,5,3,2,2,5,5,4,5,4,4,1,1,1,5,2,13,50,6,5,1.0
2001775,15,60,5,2,1,2,5,3,4,2,3,5,1,5,3,2,5,2,2,3,5,1,2,3,10,35,7,8,1.0
2001776,15,62,7,7,3,4,3,3,4,2,4,1,3,4,1,3,4,3,1,3,4,5,4,4,13,48,8,8,1.0
2001777,5,17,7,7,3,2,5,5,1,5,5,1,2,2,5,3,1,2,4,1,4,3,5,3,3,11,9,9,1.0
2001778,20,70,10,2,2,3,4,3,3,5,2,2,4,5,3,4,5,5,2,1,5,3,4,1,20,70,10,2,1.0
2001779,10,51,5,5,2,2,1,3,3,5,1,1,1,5,2,4,1,4,4,1,2,3,4,4,15,54,3,4,1.0
2001780,15,71,8,4,2,2,1,3,3,5,3,2,2,5,2,4,1,2,4,1,5,3,4,1,16,77,7,6,1.0
2001781,18,88,3,2,2,2,5,3,3,5,2,2,4,5,2,4,1,2,2,1,5,1,5,3,16,73,5,4,1.0
2001782,16,70,7,4,4,2,3,3,1,5,4,2,1,4,3,4,1,2,2,5,1,3,4,2,17,85,5,3,1.0
2001783,16,85,6,2,3,2,1,3,3,1,3,2,4,5,2,4,1,4,4,5,5,1,4,1,15,80,6,4,1.0
2001784,15,53,4,5,3,3,2,5,4,5,3,2,3,5,3,4,2,4,5,5,2,2,4,4,10,32,6,9,1.0
2001785,18,90,4,2,4,3,1,3,3,5,2,2,1,5,4,3,1,4,5,1,5,1,1,2,10,36,4,7,1.0
2001786,16,60,5,3,2,2,1,3,1,5,3,2,1,5,1,4,1,4,2,1,2,3,5,4,13,62,6,6,1.0
2001787,18,90,6,3,4,2,1,3,3,5,4,2,3,5,2,4,1,4,4,1,1,3,4,1,15,95,10,8,1.0
2001788,16,85,5,2,3,2,1,3,3,5,2,2,2,5,1,2,1,2,5,1,2,3,5,4,15,70,7,4,1.0
2001789,15,85,5,3,3,5,3,3,3,5,3,2,3,4,5,4,5,4,4,5,4,3,4,4,13,68,8,7,1.0
2001790,17,72,5,4,2,2,1,3,3,5,3,2,2,5,2,4,1,2,5,1,5,3,4,1,13,49,6,5,1.0
2001791,18,81,6,2,2,2,1,3,3,5,3,2,1,5,2,4,1,2,4,1,5,3,1,1,17,79,8,4,1.0
2001792,15,35,5,5,4,2,1,3,3,5,3,2,4,5,5,4,5,2,5,5,5,4,4,3,15,36,5,6,1.0
2001793,20,98,3,2,2,1,2,1,4,3,3,3,2,3,5,5,5,2,5,1,2,4,5,3,13,80,7,7,1.0
2001794,17,85,3,1,2,2,1,3,3,5,4,2,4,5,2,4,5,4,4,5,1,1,4,2,15,75,4,3,1.0
2001795,16,80,6,3,2,2,1,3,3,5,3,2,2,1,3,4,1,2,4,1,1,1,4,1,18,85,6,2,1.0
2001796,16,80,6,3,2,2,5,3,3,5,4,2,4,5,2,4,1,4,4,1,1,1,4,1,16,80,6,4,1.0
